timestamp,Target Joint Moments_0,Target Joint Moments_1,Target Joint Moments_2,Target Joint Moments_3,Target Joint Moments_4,Target Joint Moments_5
0.0,1.0294491234022102e-09,-18.46266745616127,-10.070189087314255,-2.103216700430676,-0.15243168997183687,0.013528227257966449
0.10241150856018066,6.879725011231124e-11,-18.462986369478507,-10.070051737261249,-2.1031611630373623,-0.15244575680125258,0.013525723476273031
0.20374226570129395,-2.9668972668177073e-16,-18.462691246557043,-10.070163372569182,-2.1031940004138887,-0.1524329745833628,0.01352728990660588
0.3051879405975342,1.0601033084135244e-15,-18.462715183293497,-10.070137801977355,-2.1031853471269435,-0.15248595475968738,0.013526834007914438
0.4069180488586426,3.495348435943907e-11,-18.46258930403011,-10.07007079623828,-2.103154495448307,-0.15254497486034066,0.01352532728974324
0.5087182521820068,4.765386243331655e-16,-18.462523965983163,-10.070245637998234,-2.1032154380945194,-0.15243174688484365,0.013528338078015668
0.610363245010376,7.499877736824443e-16,-18.462934521332823,-10.070183196644397,-2.103211738835757,-0.15253147018424762,0.013528135953541923
0.7116658687591553,-3.1606072333023757e-16,-18.462630526612173,-10.070110680855093,-2.1031714358266025,-0.1524513163059135,0.013526074562581735
0.8129034042358398,4.1158588387053657e-16,-18.462618917942933,-10.070001395669669,-2.1031513845099608,-0.1524170088651906,0.01352523810066105
0.9142246246337891,4.5110135886901754e-17,-18.462656104693462,-10.070183090368175,-2.1031866054346957,-0.15247975701285835,0.013526799413741162
1.0160331726074219,-7.213298441073742e-16,-18.46272814972202,-10.070207634945545,-2.1032054727462146,-0.15243232926839143,0.013527719601495904
1.1171579360961914,1.115045768837749e-16,-18.462569820548527,-10.070191138550822,-2.1032191013956587,-0.15248266653936507,0.013528386876588812
1.2184977531433105,1.5423973131737685e-15,-18.462483693547068,-10.070286987643195,-2.103237092753658,-0.15248776512899637,0.01352931909518652
1.3203070163726807,-1.566380094854486e-16,-18.46265945144529,-10.070134253533876,-2.103213549226747,-0.15245502219624912,0.013528317994102527
1.4213473796844482,1.4752934059829536e-16,-18.462780020243535,-10.070114328963417,-2.1031688266050064,-0.1524807552963519,0.013526155917522192
1.5230045318603516,7.739569002656097e-16,-18.463099193124613,-10.070069563233064,-2.1031722676215105,-0.15243217724120228,0.013526194112354877
1.6247363090515137,2.5049576995264586e-16,-18.4626311237123,-10.070012932423996,-2.1031463479912005,-0.15247386994722067,0.013524985283234906
1.7259185314178467,0.010596274604486205,-18.50505857371175,-10.023458734100485,-2.101717854050101,-0.15286746672341017,0.013415802129159514
1.8276188373565674,0.02980523862394193,-18.59690411095507,-9.901792044112472,-2.0993970905122676,-0.1535576190071066,0.01322264336085337
1.9289779663085938,0.02780102774809146,-18.670263067122285,-9.73979625140614,-2.09978861405069,-0.1538651589988141,0.01324795962422607
2.030521869659424,0.025737329913011132,-18.749726777370448,-9.564659398204086,-2.1000299850699022,-0.15414583373140792,0.013272637323265854
2.13197660446167,0.00013027396195745318,-18.767660245882084,-9.46884856650407,-2.1030316601306103,-0.15382368434653526,0.013521846086497756
2.2336630821228027,0.01934636538266742,-18.75935323753785,-9.528164272203766,-2.1007590742064233,-0.1540843454848766,0.013335528644771022
2.335186243057251,0.17669467558354335,-26.004937700671533,-13.119655481871378,-1.929513489798455,-0.7243944395810996,0.014678102192762691
2.4374001026153564,3.975865923297248e-16,-18.65483199697974,-9.377797660392964,-2.0132393264517257,-0.8600147843563155,0.012362618111584407
2.5394446849823,6.033007453116474e-16,-18.75362008677536,-9.452870297224978,-2.0980652088595186,-0.2841264487551828,0.013357064415836123
2.641127586364746,-4.166705945287633e-16,-18.755767319059284,-9.46769097967556,-2.1048061624069523,-0.2088169573381319,0.013613497397355562
2.7427332401275635,-6.123443291466631e-16,-18.754486733948358,-9.471083044923187,-2.1055184381676115,-0.21013321200531182,0.013648270050650231
2.8447515964508057,4.813192013596718e-17,-18.753595728036164,-9.472815110202717,-2.105932533005852,-0.2111101357207644,0.013668541933063013
2.947155475616455,1.409670731942218e-15,-18.753758260482172,-9.472006832253891,-2.1056893471767935,-0.21195940914576478,0.01365762219736043
3.0489773750305176,-6.618924850617171e-16,-18.753919210908986,-9.472381216461267,-2.1057430392404544,-0.212599013965455,0.013660272665827818
3.1508703231811523,8.157383645874664e-16,-18.75395672797949,-9.472607134277778,-2.105742810740895,-0.21332338385974875,0.013660774003029178
3.252254009246826,-1.4778283092419284e-17,-18.754091251292834,-9.472225283936368,-2.1056687240978422,-0.21370891960183605,0.013657445499522296
3.3539059162139893,8.169430166648488e-16,-18.753893943156598,-9.472466109579704,-2.1057025066962667,-0.21396457366640456,0.013658888774409433
3.4560892581939697,7.144225724911042e-16,-18.753921590862564,-9.472321631373866,-2.1056445798339163,-0.21428530043895555,0.013656333071513399
3.5575101375579834,5.608607600225954e-16,-18.754029101979466,-9.472382199493063,-2.105666274491384,-0.21444006596731385,0.013657466690285077
3.659132719039917,1.1082764850097233e-15,-18.75438902836336,-9.472020478870633,-2.105579693327245,-0.21464439614357284,0.013653408573952312
3.7609610557556152,1.525502714953912e-16,-18.75362871508347,-9.472373009912065,-2.1056379706497346,-0.2148507824462131,0.013656606433726893
3.8628671169281006,-1.397019711712643e-17,-18.753931030697398,-9.472041279398134,-2.1055272480090066,-0.21491808559567246,0.013651064536484549
3.964204788208008,-1.74687375828667e-16,-18.753817656892487,-9.472309080304623,-2.1056315992189716,-0.21503620762381875,0.013656222937911324
4.065678596496582,8.96657236045753e-16,-18.754056721542117,-9.472285264534152,-2.105612078910196,-0.21511815880689023,0.013655357235398393
4.167132139205933,3.462807379971804e-16,-18.75432035729265,-9.472178373951406,-2.1055859449557217,-0.21512035544721678,0.013654101553042319
4.269110679626465,1.8562911004046224e-16,-18.753908186700908,-9.472447179572482,-2.1056794962095333,-0.2151806247261054,0.01365844772781439
4.370147228240967,-4.0506180119149e-17,-18.753697060105125,-9.472016984678868,-2.1055340985120843,-0.21534743502685058,0.013651893026277551
4.47157096862793,-2.1732984914140769e-16,-18.754557946162123,-9.472106156599821,-2.105577089783053,-0.21531341157724648,0.013653624315879976
4.573066711425781,9.1904621522119e-16,-18.754182412094135,-9.472248848393313,-2.1055522526300687,-0.21539580381223208,0.013652452707676973
4.675085783004761,-2.4598885984153844e-16,-18.75398619457679,-9.472340543901256,-2.105620753077331,-0.21530368400121058,0.013655877187361665
4.776951313018799,3.204412286632183e-16,-18.75388069643587,-9.472199369202379,-2.1055811664126955,-0.2153009249993125,0.013653841117939745
4.879121780395508,-1.436941350589861e-16,-18.754196717376885,-9.472226226205965,-2.1055904115404744,-0.2153514377202198,0.013654341038330506
4.980952024459839,5.719164044493647e-16,-18.753440222455072,-9.47253128535233,-2.105648063912098,-0.21540328543756318,0.013657273686381264
5.083118438720703,3.84369139496189e-16,-18.75427723906757,-9.472353063724912,-2.1056257560486626,-0.215380854320943,0.013656057587297448
5.184738397598267,4.55807995874929e-16,-18.754045911356762,-9.472275706146544,-2.1056141183214514,-0.2154405624001951,0.013655689843215576
5.286712884902954,7.050898021780369e-16,-18.754088265484413,-9.472072710437686,-2.1055434288300243,-0.21541814723038266,0.013652091107339231
5.389020919799805,1.2103424199066496e-15,-18.75410588526343,-9.472000202977949,-2.105527627074952,-0.2154538873602778,0.013651300618953036
5.491153955459595,-1.3699352376541458e-15,-18.753855133283746,-9.472344678957977,-2.1056094249298547,-0.2153943953998976,0.01365543839598548
5.59294319152832,-8.180121484337542e-16,-18.754074343876177,-9.472211505989415,-2.1055971692448074,-0.21544808152667436,0.013655029951650011
5.694936752319336,-5.919297316588974e-16,-18.75423783589285,-9.472302394521291,-2.105604724905907,-0.21543594447546516,0.013655152047512149
5.79725980758667,-1.7008199979180248e-16,-18.754075337720796,-9.472230024879604,-2.1055667188572746,-0.21545060665286841,0.01365325675818199
5.899420499801636,4.476931298998378e-16,-18.754169287988145,-9.472108043352986,-2.105561793347371,-0.21538154969009057,0.013653270798485617
6.001121997833252,1.1506742129500024e-15,-18.754181376220604,-9.471993077900306,-2.105533389911845,-0.21542978663606277,0.013651592529067814
6.102759599685669,3.4350256505595676e-17,-18.75370608586003,-9.472324570227027,-2.105603490797569,-0.2153712761920799,0.013655139937161297
6.2040276527404785,2.0694560074806806e-17,-18.753911712940692,-9.472231637514437,-2.1055820771169285,-0.21550870087372903,0.013654055218582362
6.305560827255249,1.272997180662893e-16,-18.75387542436442,-9.47215028396071,-2.1055917910352266,-0.2154545786573851,0.01365454073122116
6.407135009765625,-6.831077065284699e-16,-18.754031697686308,-9.472233327058827,-2.1055968680597505,-0.21547570268950686,0.013654453123555656
6.509281873703003,-3.7616162846531123e-16,-18.754156610425333,-9.472094114023099,-2.1055637584613613,-0.21546369967148798,0.013653300865830493
6.610950231552124,3.459999391305401e-17,-18.75409582243386,-9.472323739527077,-2.1056026600976185,-0.2154428605050159,0.013655008519791885
6.712771415710449,-7.612016296362542e-16,-18.754059464485945,-9.472028888185275,-2.105532255093896,-0.21543599093673915,0.013651826951274256
6.814423561096191,1.5271772949547306e-15,-18.754152899144927,-9.47187134553628,-2.1055364603934956,-0.21541672530083192,0.01365188622634323
6.916121482849121,-1.5796951632721091e-16,-18.753887024687447,-9.472598145483909,-2.1056683243981134,-0.2154055986599966,0.013658011912911914
7.017776727676392,-6.353103958395314e-16,-18.754038426315613,-9.472173084853022,-2.1055441430937396,-0.21541811616063922,0.01365236043967051
7.119504451751709,-2.886152130585017e-16,-18.75363955532047,-9.472429542835535,-2.105623847038507,-0.21546878495638475,0.01365637574624591
7.221064805984497,-3.505004237026492e-16,-18.753979189432098,-9.472160790104077,-2.1056068077181247,-0.21542970274494133,0.013655304871407575
7.323105573654175,1.1330653004306338e-15,-18.75402323102788,-9.472298090624168,-2.105603857337938,-0.21543669227445023,0.013655110262655461
7.425182580947876,-8.763070097532561e-17,-18.754097391683665,-9.472278992355648,-2.105623633009597,-0.21537565079351062,0.013656084037838237
7.526874303817749,5.996922972751992e-16,-18.754016300127535,-9.472463283822021,-2.1056343944002105,-0.21541523343119895,0.013656623590355858
7.628781318664551,1.963763368671187e-16,-18.75397969058194,-9.472299615155684,-2.105607100036545,-0.21541748904172311,0.013654968957589692
